Anexo III,,,,,,,,,,,,,,,,
Tabela I,,,,,,,,,,,,,,,2285,
Tabela Nacional Grupos de Diagnóstico Homogéneo,,,,,,,,,,,,,,,,
All Patient Refined DRG,,,,,,,,,,,,,,,,
Preço base nacional,,2285,,,,,,,,,,,,,,
A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,
611,"Recém-nascido, peso ao nascer entre 1500 e 1999g, com anomalia major",2,M,2.9121,6654.1485,-,-,1109.02475,-,5,54,79,24.54,-,-,
611,"Recém-nascido, peso ao nascer entre 1500 e 1999g, com anomalia major",3,M,5.7521,13143.5485,-,-,1460.39427777778,-,8,60,86,31.21,-,-,
611,"Recém-nascido, peso ao nascer entre 1500 e 1999g, com anomalia major",4,M,11.0419,25230.7415,-,-,1940.82626923077,-,12,61,86,31.18,-,-,
612,"Recém-nascido, peso ao nascer entre 1500 e 1999g, com síndrome de dificuldade respiratória/ outras patologias respiratórias major",1,M,2.4447,5586.1395,-,-,931.02325,-,5,44,64,22.16,-,-,
612,"Recém-nascido, peso ao nascer entre 1500 e 1999g, com síndrome de dificuldade respiratória/ outras patologias respiratórias major",2,M,3.4974,7991.559,-,-,1141.65128571429,-,6,56,81,26.29,-,-,
612,"Recém-nascido, peso ao nascer entre 1500 e 1999g, com síndrome de dificuldade respiratória/ outras patologias respiratórias major",3,M,5.3878,12311.123,-,-,1367.90255555556,-,8,60,86,29.57,-,-,
612,"Recém-nascido, peso ao nascer entre 1500 e 1999g, com síndrome de dificuldade respiratória/ outras patologias respiratórias major",4,M,8.3403,19057.5855,-,-,1905.75855,-,9,64,92,33.9,-,-,
613,"Recém-nascido, peso ao nascer entre 1500 e 1999g, com infeções congénitas/perinatais",1,M,1.8024,4118.484,-,-,823.6968,-,4,39,57,17.96,-,-,
613,"Recém-nascido, peso ao nascer entre 1500 e 1999g, com infeções congénitas/perinatais",2,M,2.9088,6646.608,-,-,949.515428571429,-,6,56,81,27.4,-,-,
613,"Recém-nascido, peso ao nascer entre 1500 e 1999g, com infeções congénitas/perinatais",3,M,3.7667,8606.9095,-,-,1075.8636875,-,7,56,81,27,-,-,
613,"Recém-nascido, peso ao nascer entre 1500 e 1999g, com infeções congénitas/perinatais",4,M,6.561,14991.885,-,-,1362.89863636364,-,10,62,88,32,-,-,
614,"Recém-nascido, peso ao nascer entre 1500 e 1999g, com ou sem outras patologias significativas",1,M,1.1467,2620.2095,-,-,655.052375,-,3,37,54,12.4,-,-,
614,"Recém-nascido, peso ao nascer entre 1500 e 1999g, com ou sem outras patologias significativas",2,M,2.57,5872.45,-,-,978.741666666667,-,5,49,71,20.17,-,-,
614,"Recém-nascido, peso ao nascer entre 1500 e 1999g, com ou sem outras patologias significativas",3,M,3.9809,9096.3565,-,-,1516.05941666667,-,5,49,71,19.36,-,-,
614,"Recém-nascido, peso ao nascer entre 1500 e 1999g, com ou sem outras patologias significativas",4,M,6.3427,14493.0695,-,-,1449.30695,-,9,60,86,30.33,-,-,
621,"Recém-nascido, peso ao nascer entre 2000 e 2499g, com anomalia major",1,M,0.6347,1450.2895,-,-,725.14475,-,1,14,21,6.17,-,-,
621,"Recém-nascido, peso ao nascer entre 2000 e 2499g, com anomalia major",2,M,1.6824,3844.284,-,-,1281.428,-,2,39,58,12.77,-,-,
621,"Recém-nascido, peso ao nascer entre 2000 e 2499g, com anomalia major",3,M,3.2252,7369.582,-,-,1473.9164,-,4,49,72,19.74,-,-,
621,"Recém-nascido, peso ao nascer entre 2000 e 2499g, com anomalia major",4,M,4.8636,11113.326,-,-,2222.6652,-,4,49,72,16,-,-,
622,"Recém-nascido, peso ao nascer entre 2000 e 2499g, com síndrome de dificuldade respiratória/ outras patologias respiratórias major",1,M,1.1258,2572.453,-,-,857.484333333333,-,2,28,41,11.11,-,-,
622,"Recém-nascido, peso ao nascer entre 2000 e 2499g, com síndrome de dificuldade respiratória/ outras patologias respiratórias major",2,M,1.9646,4489.111,-,-,897.8222,-,4,39,57,15.31,-,-,
622,"Recém-nascido, peso ao nascer entre 2000 e 2499g, com síndrome de dificuldade respiratória/ outras patologias respiratórias major",3,M,2.7444,6270.954,-,-,1254.1908,-,4,47,69,17.19,-,-,
622,"Recém-nascido, peso ao nascer entre 2000 e 2499g, com síndrome de dificuldade respiratória/ outras patologias respiratórias major",4,M,4.5989,10508.4865,-,-,2101.6973,-,4,47,69,17.65,-,-,
623,"Recém-nascido, peso ao nascer entre 2000 e 2499g, com infeções congénitas/perinatais",1,M,0.9511,2173.2635,-,-,1086.63175,-,1,24,36,10.25,-,-,
623,"Recém-nascido, peso ao nascer entre 2000 e 2499g, com infeções congénitas/perinatais",2,M,1.8344,4191.604,-,-,2095.802,-,1,41,61,16.56,-,-,
623,"Recém-nascido, peso ao nascer entre 2000 e 2499g, com infeções congénitas/perinatais",3,M,2.3332,5331.362,-,-,2665.681,-,1,50,75,20.8,-,-,
623,"Recém-nascido, peso ao nascer entre 2000 e 2499g, com infeções congénitas/perinatais",4,M,6.2024,14172.484,-,-,7086.242,-,1,50,75,4.5,-,-,
625,"Recém-nascido, peso ao nascer entre 2000 e 2499g, com outras patologias significativas",1,M,1.0225,2336.4125,-,-,1168.20625,-,1,26,39,10.22,-,-,
625,"Recém-nascido, peso ao nascer entre 2000 e 2499g, com outras patologias significativas",2,M,1.932,4414.62,-,-,2207.31,-,1,49,73,19.54,-,-,
625,"Recém-nascido, peso ao nascer entre 2000 e 2499g, com outras patologias significativas",3,M,1.9771,4517.6735,-,-,2258.83675,-,1,49,73,9.56,-,-,
625,"Recém-nascido, peso ao nascer entre 2000 e 2499g, com outras patologias significativas",4,M,2.2789,5207.2865,-,-,2603.64325,-,1,49,73,4,-,-,
626,"Recém-nascido, peso ao nascer entre 2000 e 2499g, normal ou com outros problemas",1,M,0.152,347.32,-,-,173.66,-,1,8,12,3.59,-,-,
626,"Recém-nascido, peso ao nascer entre 2000 e 2499g, normal ou com outros problemas",2,M,0.301,687.785,-,-,343.8925,-,1,12,18,5.27,-,-,
626,"Recém-nascido, peso ao nascer entre 2000 e 2499g, normal ou com outros problemas",3,M,0.6869,1569.5665,-,-,784.78325,-,1,22,33,8.04,-,-,
626,"Recém-nascido, peso ao nascer entre 2000 e 2499g, normal ou com outros problemas",4,M,2.1976,5021.516,-,-,418.459666666667,-,11,47,65,8.04,-,-,
630,"Recém-nascido, peso ao nascer > 2499g, com procedimento cardiovascular major",1,C,2.031,4640.835,-,-,4639.348308,3397.09122,1,11,16,3.5,4640.835,-,
630,"Recém-nascido, peso ao nascer > 2499g, com procedimento cardiovascular major",2,C,3.1672,7237.052,-,-,1808.6834024,5297.522064,4,42,61,21.24,7237.052,-,
630,"Recém-nascido, peso ao nascer > 2499g, com procedimento cardiovascular major",3,C,6.4391,14713.3435,-,-,3677.1575197,10770.167442,4,46,67,18,14713.3435,-,
630,"Recém-nascido, peso ao nascer > 2499g, com procedimento cardiovascular major",4,C,18.6508,42617.078,-,-,6086.2036592,31195.701096,7,64,93,34.29,42617.078,-,
631,"Recém-nascido, peso ao nascer > 2499g, com outro procedimento major",1,C,1.1734,2681.219,-,-,1340.1800356,1962.652308,2,30,44,11.44,2681.219,-,
631,"Recém-nascido, peso ao nascer > 2499g, com outro procedimento major",2,C,2.5267,5773.5095,-,-,1923.88665186667,4226.208954,3,50,74,20.88,5773.5095,-,
631,"Recém-nascido, peso ao nascer > 2499g, com outro procedimento major",3,C,5.7549,13149.9465,-,-,2190.9556522,9625.760838,6,73,107,59.65,13149.9465,-,
631,"Recém-nascido, peso ao nascer > 2499g, com outro procedimento major",4,C,14.4562,33032.417,-,-,4717.4050088,24179.729244,7,94,138,65.89,33032.417,-,
633,"Recém-nascido, peso ao nascer > 2499g, com anomalia major",1,M,0.2067,472.3095,-,-,236.15475,-,1,5,7,3.39,-,-,
633,"Recém-nascido, peso ao nascer > 2499g, com anomalia major",2,M,0.7529,1720.3765,-,-,573.458833333333,-,2,26,38,9,-,-,
633,"Recém-nascido, peso ao nascer > 2499g, com anomalia major",3,M,1.8362,4195.717,-,-,1048.92925,-,3,45,66,15.55,-,-,
633,"Recém-nascido, peso ao nascer > 2499g, com anomalia major",4,M,5.3992,12337.172,-,-,3084.293,-,3,48,71,18.8,-,-,
634,"Recém-nascido, peso ao nascer > 2499g, com síndrome de dificuldade respiratória/ outras patologias respiratórias major",1,M,0.3992,912.172,-,-,456.086,-,1,15,22,5.05,-,-,
634,"Recém-nascido, peso ao nascer > 2499g, com síndrome de dificuldade respiratória/ outras patologias respiratórias major",2,M,0.8252,1885.582,-,-,628.527333333333,-,2,18,26,8.69,-,-,
634,"Recém-nascido, peso ao nascer > 2499g, com síndrome de dificuldade respiratória/ outras patologias respiratórias major",3,M,1.5615,3568.0275,-,-,1189.3425,-,2,28,41,12.08,-,-,
634,"Recém-nascido, peso ao nascer > 2499g, com síndrome de dificuldade respiratória/ outras patologias respiratórias major",4,M,4.3253,9883.3105,-,-,2470.827625,-,3,30,44,15.71,-,-,
636,"Recém-nascido, peso ao nascer > 2499g, com infeções congénitas/perinatais",1,M,0.5675,1296.7375,-,-,432.245833333333,-,2,18,26,8.07,-,-,
636,"Recém-nascido, peso ao nascer > 2499g, com infeções congénitas/perinatais",2,M,1.0098,2307.393,-,-,769.131,-,2,26,38,12.51,-,-,
636,"Recém-nascido, peso ao nascer > 2499g, com infeções congénitas/perinatais",3,M,1.7847,4078.0395,-,-,1019.509875,-,3,48,71,18.41,-,-,
636,"Recém-nascido, peso ao nascer > 2499g, com infeções congénitas/perinatais",4,M,4.2825,9785.5125,-,-,1223.1890625,-,7,54,78,24.58,-,-,
639,"Recém-nascido, peso ao nascer > 2499g, com outras patologias significativas",1,M,0.3235,739.1975,-,-,369.59875,-,1,9,13,5.07,-,-,
639,"Recém-nascido, peso ao nascer > 2499g, com outras patologias significativas",2,M,0.7293,1666.4505,-,-,555.4835,-,2,23,34,10.93,-,-,
639,"Recém-nascido, peso ao nascer > 2499g, com outras patologias significativas",3,M,1.4039,3207.9115,-,-,1069.30383333333,-,2,35,52,12.18,-,-,
639,"Recém-nascido, peso ao nascer > 2499g, com outras patologias significativas",4,M,3.0038,6863.683,-,-,1372.7366,-,4,47,69,16.71,-,-,
640,"Recém-nascido, peso ao nascer > 2499g, normal ou com outros problemas",1,M,0.1211,276.7135,-,-,138.35675,-,1,5,7,2.76,-,-,
640,"Recém-nascido, peso ao nascer > 2499g, normal ou com outros problemas",2,M,0.1599,365.3715,-,-,182.68575,-,1,8,12,3.42,-,-,
640,"Recém-nascido, peso ao nascer > 2499g, normal ou com outros problemas",3,M,0.322,735.77,-,-,367.885,-,1,12,18,5.02,-,-,
640,"Recém-nascido, peso ao nascer > 2499g, normal ou com outros problemas",4,M,1.3766,3145.531,-,-,1048.51033333333,-,2,12,17,9.5,-,-,
,,,,,,,,,,,,,,,,
GCD 16,Doenças e Perturbações do Sangue/Órgãos Hematopoiéticos e Doenças Imunológicas,,,,,,,,,,,,,,,
650,Esplectomia,1,C,1.0967,2505.9595,-,-,2505.1567156,1834.362354,1,13,19,6.25,2656.42919264488,-,
650,Esplectomia,2,C,1.5648,3575.568,-,-,1787.2112832,2617.315776,2,17,25,9.69,3575.568,-,
650,Esplectomia,3,C,3.3642,7687.197,-,-,2561.5781352,5627.028204,3,48,71,18.53,7687.197,-,
650,Esplectomia,4,C,6.9106,15790.721,-,-,3157.13248816,11558.807772,5,62,91,27.82,15790.721,-,
651,Outros procedimentos nos órgãos produtores de sangue e órgãos hematopoiéticos,1,C,0.7395,1689.7575,0.7395,1689.7575,-,-,1,10,15,3.83,1690.6115253634,1182.83025,
651,Outros procedimentos nos órgãos produtores de sangue e órgãos hematopoiéticos,2,C,1.27,2901.95,1.27,2901.95,-,-,1,15,22,7.29,2901.95,2901.95,
651,Outros procedimentos nos órgãos produtores de sangue e órgãos hematopoiéticos,3,C,3.0899,7060.4215,3.0899,7060.4215,-,-,1,53,76,23.3,7060.4215,7060.4215,
651,Outros procedimentos nos órgãos produtores de sangue e órgãos hematopoiéticos,4,C,8.6657,19801.1245,-,-,2827.8258868,14494.423134,7,53,76,20.71,19801.1245,-,
660,Diagnóstico hematológico/Imunológico major exceto anemia de células falsiformes e/ou coagulação,1,M,0.5498,1256.293,-,-,628.1465,-,1,18,27,7.24,-,-,
660,Diagnóstico hematológico/Imunológico major exceto anemia de células falsiformes e/ou coagulação,2,M,0.9006,2057.871,-,-,685.957,-,2,23,34,9.09,-,-,
660,Diagnóstico hematológico/Imunológico major exceto anemia de células falsiformes e/ou coagulação,3,M,1.6331,3731.6335,-,-,1243.87783333333,-,2,34,50,13.81,-,-,
660,Diagnóstico hematológico/Imunológico major exceto anemia de células falsiformes e/ou coagulação,4,M,4.9335,11273.0475,-,-,1878.84125,-,5,54,79,23.86,-,-,
661,Perturbações da coagulação e das plaquetas,1,M,0.6323,1444.8055,-,-,722.40275,-,1,17,25,5.52,-,-,
661,Perturbações da coagulação e das plaquetas,2,M,0.824,1882.84,-,-,941.42,-,1,24,36,8.12,-,-,
661,Perturbações da coagulação e das plaquetas,3,M,1.9608,4480.428,-,-,1493.476,-,2,40,59,11.91,-,-,
661,Perturbações da coagulação e das plaquetas,4,M,3.9855,9106.8675,-,-,1821.3735,-,4,52,76,22.81,-,-,
662,Crise de anemia de células falsiformes,1,M,0.49,1119.65,-,-,559.825,-,1,18,27,6.25,-,-,
662,Crise de anemia de células falsiformes,2,M,0.7736,1767.676,-,-,589.225333333333,-,2,22,32,8.83,-,-,
662,Crise de anemia de células falsiformes,3,M,1.6632,3800.412,-,-,950.103,-,3,35,51,15.86,-,-,
662,Crise de anemia de células falsiformes,4,M,4.1071,9384.7235,-,-,1564.12058333333,-,5,44,64,14,-,-,
663,Outras anemias e perturbações nos órgãos produtores de sangue e órgãos hematopoiéticos,1,M,0.3608,824.428,-,-,412.214,-,1,20,30,6.22,-,-,
663,Outras anemias e perturbações nos órgãos produtores de sangue e órgãos hematopoiéticos,2,M,0.583,1332.155,-,-,666.0775,-,1,27,40,8.38,-,-,
663,Outras anemias e perturbações nos órgãos produtores de sangue e órgãos hematopoiéticos,3,M,1.0306,2354.921,-,-,588.73025,-,3,35,51,12.16,-,-,
663,Outras anemias e perturbações nos órgãos produtores de sangue e órgãos hematopoiéticos,4,M,2.3912,5463.892,-,-,1092.7784,-,4,46,67,16.94,-,-,
,,,,,,,,,,,,,,,,
GCD 17,Doenças e Perturbações Mieloproliferativas e Mal-diferenciadas,,,,,,,,,,,,,,,
680,Procedimentos major em BO para neoplasias linfáticas/ órgãos hematopoiéticos ou outras,1,C,1.2589,2876.5865,1.2589,2876.5865,-,-,1,19,28,8.41,2876.5865,2876.5865,
680,Procedimentos major em BO para neoplasias linfáticas/ órgãos hematopoiéticos ou outras,2,C,2.1583,4931.7155,2.1583,4931.7155,-,-,1,43,64,16.45,4931.7155,4931.7155,
680,Procedimentos major em BO para neoplasias linfáticas/ órgãos hematopoiéticos ou outras,3,C,5.0325,11499.2625,-,-,1915.929785,8417.46015,6,63,92,33.74,11499.2625,-,
680,Procedimentos major em BO para neoplasias linfáticas/ órgãos hematopoiéticos ou outras,4,C,13.2847,30355.5395,-,-,2758.7104636,22220.254914,11,74,106,44.72,30355.5395,-,
681,Outros procedimentos em BO para neoplasias linfáticas/ órgãos hematopoiéticos ou outras,1,C,0.8457,1932.4245,0.8457,1932.4245,-,-,1,14,21,5.17,1932.4245,1932.4245,
681,Outros procedimentos em BO para neoplasias linfáticas/ órgãos hematopoiéticos ou outras,2,C,1.5279,3491.2515,1.5279,3491.2515,-,-,1,33,49,10.97,4189.5018,3491.2515,
681,Outros procedimentos em BO para neoplasias linfáticas/ órgãos hematopoiéticos ou outras,3,C,3.4169,7807.6165,-,-,1300.85255486667,5715.175278,6,52,75,22.87,7807.6165,-,
681,Outros procedimentos em BO para neoplasias linfáticas/ órgãos hematopoiéticos ou outras,4,C,10.7006,24450.871,-,-,2444.30381608,17898.037572,10,77,111,47.1,24450.871,-,
690,Leucemia aguda,1,M,1.1928,2725.548,-,-,1362.774,-,1,31,46,9.67,-,-,
690,Leucemia aguda,2,M,2.0803,4753.4855,-,-,1188.371375,-,3,46,68,16.17,-,-,
690,Leucemia aguda,3,M,4.2586,9730.901,-,-,1216.362625,-,7,54,78,24.64,-,-,
690,Leucemia aguda,4,M,10.1953,23296.2605,-,-,2588.47338888889,-,8,62,89,32.94,-,-,
691,"Linfoma, mieloma e leucemia não aguda",1,M,0.687,1569.795,-,-,784.8975,-,1,20,30,7.09,-,-,
691,"Linfoma, mieloma e leucemia não aguda",2,M,1.1619,2654.9415,-,-,884.9805,-,2,34,50,11.23,-,-,
691,"Linfoma, mieloma e leucemia não aguda",3,M,2.2739,5195.8615,-,-,1039.1723,-,4,47,69,18.02,-,-,
691,"Linfoma, mieloma e leucemia não aguda",4,M,5.8089,13273.3365,-,-,1896.19092857143,-,6,55,80,25.29,-,-,
692,Radioterapia*,1,M,2.0545,4694.5325,2.0545,4694.5325, -,-,1,46,69,15.03,-,-,
692,Radioterapia*,2,M,2.062,4711.67,2.0545,4694.5325,8.57,-,1,46,69,16.29,-,-,
692,Radioterapia*,3,M,6.6125,15109.5625,-,-,5036.52083333333,-,2,56,83,25.19,-,-,
692,Radioterapia*,4,M,11.7886,26936.951,-,-,8978.98366666667,-,2,56,83,10,-,-,
693,Quimioterapia,1,M,0.9116,2083.006,0.217199124726477,496.3,793.353,-,1,10,15,2.9,-,-,
693,Quimioterapia,2,M,1.1666,2665.681,0.217199124726477,496.3,1084.6905,-,1,13,19,3.56,-,-,
693,Quimioterapia,3,M,2.3786,5435.101,0.217199124726477,496.3,2469.4005,-,1,29,43,8.76,-,-,
693,Quimioterapia,4,M,6.8196,15582.786,-,-,1947.84825,-,7,55,79,25.35,-,-,
694,Doenças malignas linfáticas e/ou outras doenças malignas e/ou neoplasias de comportamento incerto,1,M,0.5281,1206.7085,-,-,603.35425,-,1,23,34,7.1,-,-,
694,Doenças malignas linfáticas e/ou outras doenças malignas e/ou neoplasias de comportamento incerto,2,M,0.9177,2096.9445,-,-,698.9815,-,2,36,53,10.47,-,-,
694,Doenças malignas linfáticas e/ou outras doenças malignas e/ou neoplasias de comportamento incerto,3,M,1.6018,3660.113,-,-,732.0226,-,4,45,66,15.99,-,-,
694,Doenças malignas linfáticas e/ou outras doenças malignas e/ou neoplasias de comportamento incerto,4,M,3.7257,8513.2245,-,-,1418.87075,-,5,55,80,25.83,-,-,
,,,,,,,,,,,,,,,,
GCD 18,Doenças Infecciosas e Parasitárias (Sistémicas ou de Localização Não Específica),,,,,,,,,,,,,,,
710,Doenças infeciosas e /ou parasitárias incluindo Infecção pelo vírus da imunodeficiência humana com procedimentos em BO,1,C,0.9387,2144.9295,0.9387,2144.9295,-,-,1,38,57,10.99,2144.9295,2144.9295,
710,Doenças infeciosas e /ou parasitárias incluindo Infecção pelo vírus da imunodeficiência humana com procedimentos em BO,2,C,2.2474,5135.309,2.2474,5135.309,-,-,1,48,71,19,5135.309,5135.309,
710,Doenças infeciosas e /ou parasitárias incluindo Infecção pelo vírus da imunodeficiência humana com procedimentos em BO,3,C,3.9157,8947.3745,-,-,1490.75136793333,6549.478134,6,56,81,26.73,8947.3745,-,
710,Doenças infeciosas e /ou parasitárias incluindo Infecção pelo vírus da imunodeficiência humana com procedimentos em BO,4,C,8.645,19753.825,-,-,2821.07098,14459.7999,7,59,85,30.02,19753.825,-,
711,"Infeções pós-operatórias, pós-traumatismo ou devidas a dispositivo interno, com procedimento em BO",1,C,1.2071,2758.2235,1.2071,2758.2235,-,-,1,34,50,10.91,2758.2235,2758.2235,
711,"Infeções pós-operatórias, pós-traumatismo ou devidas a dispositivo interno, com procedimento em BO",2,C,2.0461,4675.3385,2.0461,4675.3385,-,-,1,47,69,17.58,4675.3385,4675.3385,
711,"Infeções pós-operatórias, pós-traumatismo ou devidas a dispositivo interno, com procedimento em BO",3,C,4.0563,9268.6455,-,-,1544.2793814,6784.648506,6,61,89,31.41,9268.6455,-,
711,"Infeções pós-operatórias, pós-traumatismo ou devidas a dispositivo interno, com procedimento em BO",4,C,11.4118,26075.963,-,-,2005.20073556923,19087.604916,13,88,126,59.15,26075.963,-,
720,Septicemia e/ou infeções disseminadas,1,M,0.5334,1218.819,-,-,406.273,-,2,22,32,7.57,-,-,
720,Septicemia e/ou infeções disseminadas,2,M,0.7943,1814.9755,-,-,604.991833333333,-,2,31,46,10.19,-,-,
720,Septicemia e/ou infeções disseminadas,3,M,1.4012,3201.742,-,-,1067.24733333333,-,2,40,59,13.21,-,-,
720,Septicemia e/ou infeções disseminadas,4,M,3.6916,8435.306,-,-,2108.8265,-,3,46,68,16.59,-,-,
721,"Infeções pós-operatórias, pós-traumatismo ou devidas a dispositivo interno",1,M,0.6428,1468.798,-,-,489.599333333333,-,2,26,38,9.81,-,-,
721,"Infeções pós-operatórias, pós-traumatismo ou devidas a dispositivo interno",2,M,0.9242,2111.797,-,-,527.94925,-,3,36,53,13.43,-,-,
721,"Infeções pós-operatórias, pós-traumatismo ou devidas a dispositivo interno",3,M,1.4254,3257.039,-,-,814.25975,-,3,46,68,16.2,-,-,
721,"Infeções pós-operatórias, pós-traumatismo ou devidas a dispositivo interno",4,M,3.0391,6944.3435,-,-,1388.8687,-,4,54,79,24.49,-,-,
722,Febre,1,M,0.288,658.08,-,-,329.04,-,1,14,21,4.87,-,-,
722,Febre,2,M,0.53,1211.05,-,-,605.525,-,1,22,33,7.99,-,-,
722,Febre,3,M,0.757,1729.745,-,-,576.581666666667,-,2,29,43,11.08,-,-,
722,Febre,4,M,1.7148,3918.318,-,-,1306.106,-,2,29,43,15.07,-,-,
723,Doenças virais,1,M,0.2518,575.363,-,-,287.6815,-,1,11,16,3.8,-,-,
723,Doenças virais,2,M,0.3925,896.8625,-,-,448.43125,-,1,17,25,5.34,-,-,
723,Doenças virais,3,M,0.9032,2063.812,-,-,687.937333333333,-,2,32,47,10.91,-,-,
723,Doenças virais,4,M,4.0629,9283.7265,-,-,1160.4658125,-,7,54,78,24.71,-,-,
724,Outras doenças infeciosas e/ou parasitárias,1,M,0.5014,1145.699,-,-,572.8495,-,1,15,22,6.48,-,-,
724,Outras doenças infeciosas e/ou parasitárias,2,M,0.6889,1574.1365,-,-,524.712166666667,-,2,22,32,8.58,-,-,
724,Outras doenças infeciosas e/ou parasitárias,3,M,1.3697,3129.7645,-,-,782.441125,-,3,45,66,15.77,-,-,
724,Outras doenças infeciosas e/ou parasitárias,4,M,4.33,9894.05,-,-,1413.43571428571,-,6,57,83,27.25,-,-,
,,,,,,,,,,,,,,,,
GCD 19,Doenças e Perturbações Mentais,,,,,,,,,,,,,,,
740,Diagnósticos de doença mental com procedimento em BO,1,C,0.874,1997.09,0.874,1997.09,-,-,1,20,30,10.09,2607.28173409252,1997.09,
740,Diagnósticos de doença mental com procedimento em BO,2,C,3.0688,7012.208,3.0688,7012.208,-,-,1,69,99,39.38,7012.208,7012.208,
740,Diagnósticos de doença mental com procedimento em BO,3,C,5.7224,13075.684,-,-,1188.31774574545,9571.400688,11,76,109,47.7,13075.684,-,
740,Diagnósticos de doença mental com procedimento em BO,4,C,8.8371,20192.7735,-,-,1835.11861298182,14781.110202,11,118,172,103.75,20192.7735,-,
750,Esquizofrenia,1,M,1.2508,2858.078,-,-,476.346333333333,-,5,53,77,23.51,-,-,
750,Esquizofrenia,2,M,1.4842,3391.397,-,-,565.232833333333,-,5,55,80,26.28,-,-,
750,Esquizofrenia,3,M,2.9538,6749.433,-,-,613.584818181818,-,10,78,112,48.88,-,-,
750,Esquizofrenia,4,M,5.5796,12749.386,-,-,980.722,-,12,105,152,75.67,-,-,
751,Doenças depressivas major e/ou outras/não especificadas psicoses,1,M,0.7251,1656.8535,-,-,414.213375,-,3,44,65,15.68,-,-,
751,Doenças depressivas major e/ou outras/não especificadas psicoses,2,M,1.0525,2404.9625,-,-,480.9925,-,4,51,75,21.56,-,-,
751,Doenças depressivas major e/ou outras/não especificadas psicoses,3,M,1.9989,4567.4865,-,-,913.4973,-,4,54,79,25.29,-,-,
751,Doenças depressivas major e/ou outras/não especificadas psicoses,4,M,4.6947,10727.3895,-,-,595.966083333333,-,17,91,128,75.7,-,-,
752,Perturbações da personalidade e/ou do controlo dos impulsos,1,M,0.5292,1209.222,-,-,403.074,-,2,34,50,11.14,-,-,
752,Perturbações da personalidade e/ou do controlo dos impulsos,2,M,0.7007,1601.0995,-,-,400.274875,-,3,44,65,14.2,-,-,
752,Perturbações da personalidade e/ou do controlo dos impulsos,3,M,1.3106,2994.721,-,-,374.340125,-,7,56,81,26.88,-,-,
752,Perturbações da personalidade e/ou do controlo dos impulsos,4,M,1.4161,3235.7885,-,-,269.649041666667,-,11,66,94,36.5,-,-,
753,Perturbações bipolares,1,M,0.4927,1125.8195,-,-,562.90975,-,1,48,72,18.61,-,-,
753,Perturbações bipolares,2,M,0.8809,2012.8565,-,-,1006.42825,-,1,52,78,22.75,-,-,
753,Perturbações bipolares,3,M,1.1357,2595.0745,-,-,1297.53725,-,1,52,78,13.5,-,-,
753,Perturbações bipolares,4,M,1.3634,3115.369,-,-,346.152111111111,-,8,64,92,34.46,-,-,
754,Depressão exceto perturbações depressivas major,1,M,0.5287,1208.0795,-,-,402.693166666667,-,2,35,52,11.56,-,-,
754,Depressão exceto perturbações depressivas major,2,M,0.7292,1666.222,-,-,416.5555,-,3,44,65,14.12,-,-,
754,Depressão exceto perturbações depressivas major,3,M,1.1251,2570.8535,-,-,642.713375,-,3,47,69,17.63,-,-,
754,Depressão exceto perturbações depressivas major,4,M,3.8606,8821.471,-,-,735.122583333333,-,11,88,127,58,-,-,
755,Perturbações de comportamento e/ou neuroses exceto diagnósticos de depressão major,1,M,0.4258,972.953,-,-,324.317666666667,-,2,31,46,9.91,-,-,
755,Perturbações de comportamento e/ou neuroses exceto diagnósticos de depressão major,2,M,0.771,1761.735,-,-,440.43375,-,3,42,62,14.48,-,-,
755,Perturbações de comportamento e/ou neuroses exceto diagnósticos de depressão major,3,M,1.3079,2988.5515,-,-,373.5689375,-,7,83,121,53.5,-,-,
755,Perturbações de comportamento e/ou neuroses exceto diagnósticos de depressão major,4,M,1.6667,3808.4095,-,-,952.102375,-,3,38,56,53.5,-,-,
756,Estados de ansiedade aguda e/ou delirio,1,M,0.5017,1146.3845,-,-,573.19225,-,1,30,45,9.15,-,-,
756,Estados de ansiedade aguda e/ou delirio,2,M,0.6412,1465.142,-,-,488.380666666667,-,2,31,46,10.3,-,-,
756,Estados de ansiedade aguda e/ou delirio,3,M,0.8734,1995.719,-,-,498.92975,-,3,38,56,12.51,-,-,
756,Estados de ansiedade aguda e/ou delirio,4,M,2.3063,5269.8955,-,-,1053.9791,-,4,49,72,19,-,-,
757,Perturbações orgânicas da saúde mental,1,M,1.0505,2400.3925,-,-,600.098125,-,3,47,69,17.74,-,-,
757,Perturbações orgânicas da saúde mental,2,M,1.0835,2475.7975,-,-,618.949375,-,3,49,72,19.56,-,-,
757,Perturbações orgânicas da saúde mental,3,M,1.2211,2790.2135,-,-,697.553375,-,3,49,72,19.82,-,-,
757,Perturbações orgânicas da saúde mental,4,M,3.0018,6859.113,-,-,685.9113,-,9,70,101,39.63,-,-,
758,Perturbações do comportamento da infância,1,M,0.652,1489.82,-,-,496.606666666667,-,2,41,61,11.3,-,-,
758,Perturbações do comportamento da infância,2,M,0.9701,2216.6785,-,-,554.169625,-,3,51,75,24.81,-,-,
758,Perturbações do comportamento da infância,3,M,0.9933,2269.6905,-,-,567.422625,-,3,51,75,20.43,-,-,
758,Perturbações do comportamento da infância,4,M,1.0924,2496.134,-,-,624.0335,-,3,51,75,15,-,-,
